,teamname,league,year,gameid,side,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
90,Invictus Gaming,LPL,2025,11728-11728_game_1,Blue,Jayce,Jax,K'Sante,Kalista,Varus,Ashe,Jayce,Zyra,Corki,Kai'Sa,Maokai,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Royal Never Give Up,LPL,2025,11728-11728_game_1,Red,Ambessa,Skarner,Leona,Nocturne,Alistar,Rell,Ambessa,Karthus,Yone,Ezreal,Nautilus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Invictus Gaming,LPL,2025,11728-11728_game_2,Blue,Ornn,Jax,Pantheon,Galio,Gnar,Sylas,Ornn,Nocturne,Akali,Kalista,Renata Glasc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Royal Never Give Up,LPL,2025,11728-11728_game_2,Red,Udyr,Skarner,K'Sante,Rumble,Orianna,Aurora,Udyr,Wukong,Azir,Varus,Neeko,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Royal Never Give Up,LPL,2025,11728-11728_game_3,Blue,Jax,Viktor,Ziggs,Aurora,Taliyah,Sylas,Jax,Kindred,Galio,Ashe,Alistar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Invictus Gaming,LPL,2025,11728-11728_game_3,Red,Gragas,Rumble,K'Sante,Skarner,Poppy,Braum,Gragas,Vi,Swain,Miss Fortune,Rell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Invictus Gaming,LPL,2025,11728-11728_game_4,Blue,Renekton,Pantheon,Viktor,,Sylas,Gnar,Renekton,Zac,Zeri,Caitlyn,Braum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Royal Never Give Up,LPL,2025,11728-11728_game_4,Red,Volibear,Skarner,K'Sante,Rumble,Nidalee,Lillia,Volibear,Xin Zhao,Smolder,Ziggs,Leona,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Ninjas in Pyjamas,LPL,2025,11729-11729_game_1,Blue,K'Sante,Nocturne,Zyra,Kalista,Ziggs,Yone,K'Sante,Viego,Aurora,Miss Fortune,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,FunPlus Phoenix,LPL,2025,11729-11729_game_1,Red,Jayce,Skarner,Rumble,Varus,Ashe,Ezreal,Jayce,Sejuani,Viktor,Corki,Rell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,FunPlus Phoenix,LPL,2025,11729-11729_game_2,Blue,Udyr,Galio,Zyra,Varus,Akali,Sylas,Udyr,Wukong,Orianna,Ashe,Renata Glasc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Ninjas in Pyjamas,LPL,2025,11729-11729_game_2,Red,Maokai,Skarner,Rumble,Kalista,Gnar,Braum,Maokai,Nocturne,Ryze,Jhin,Rakan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,FunPlus Phoenix,LPL,2025,11729-11729_game_3,Blue,Ornn,Galio,Ambessa,Ezreal,Alistar,Braum,Ornn,Karthus,Tristana,Varus,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Ninjas in Pyjamas,LPL,2025,11729-11729_game_3,Red,Renekton,Skarner,Rumble,Kalista,Yone,Jax,Renekton,Zyra,Sylas,Sivir,Neeko,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,JD Gaming,LPL,2025,11730-11730_game_1,Blue,K'Sante,Aurora,Kalista,Rumble,Ahri,Taliyah,K'Sante,Nocturne,Orianna,Xayah,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Weibo Gaming,LPL,2025,11730-11730_game_1,Red,Ambessa,Skarner,Nidalee,Corki,Varus,Ashe,Ambessa,Vi,Jayce,Kai'Sa,Rakan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,JD Gaming,LPL,2025,11730-11730_game_2,Blue,Renekton,Aurora,Galio,Kalista,Ashe,Rell,Renekton,Nidalee,Hwei,Miss Fortune,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Weibo Gaming,LPL,2025,11730-11730_game_2,Red,Jax,Skarner,Rumble,Corki,Yone,Viktor,Jax,Zyra,Lucian,Ziggs,Pyke,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Weibo Gaming,LPL,2025,11730-11730_game_3,Blue,Camille,Varus,Rumble,Ezreal,Rell,Wukong,Camille,Xin Zhao,Aurora,Caitlyn,Braum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,JD Gaming,LPL,2025,11730-11730_game_3,Red,Sion,Skarner,Kalista,Ashe,Elise,Gnar,Sion,Pantheon,Viktor,Corki,Neeko,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,JD Gaming,LPL,2025,11730-11730_game_4,Blue,Kennen,Akali,Ashe,Rumble,Malphite,Gnar,Kennen,Lee Sin,Ryze,Kalista,Renata Glasc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Weibo Gaming,LPL,2025,11730-11730_game_4,Red,Maokai,Skarner,Yone,Galio,Sylas,Sejuani,Maokai,Wukong,LeBlanc,Varus,Rell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Weibo Gaming,LPL,2025,11730-11730_game_5,Blue,Galio,Yone,Kindred,Akali,Sejuani,Jarvan IV,Galio,Viego,Taliyah,Jinx,Elise,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,JD Gaming,LPL,2025,11730-11730_game_5,Red,Poppy,Skarner,Gnar,Rumble,Lulu,Blitzcrank,Poppy,Lillia,Tristana,Ezreal,Karma,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Team WE,LPL,2025,11731-11731_game_1,Blue,Rumble,Kalista,Akali,Corki,Sylas,Orianna,Rumble,Jax,Azir,Ezreal,Leona,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Anyone's Legend,LPL,2025,11731-11731_game_1,Red,Jayce,Skarner,K'Sante,Nocturne,Vi,Wukong,Jayce,Xin Zhao,LeBlanc,Varus,Rell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Team WE,LPL,2025,11731-11731_game_2,Blue,Maokai,Kalista,Akali,Nocturne,Ziggs,Rakan,Maokai,Vi,Taliyah,Ashe,Braum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Anyone's Legend,LPL,2025,11731-11731_game_2,Red,Ambessa,Skarner,K'Sante,Corki,Renekton,Renata Glasc,Ambessa,Wukong,Aurora,Jhin,Bard,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Team WE,LPL,2025,11731-11731_game_3,Blue,Ornn,Kalista,Akali,Nocturne,Gnar,Alistar,Ornn,Viego,Yone,Ziggs,Nautilus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Anyone's Legend,LPL,2025,11731-11731_game_3,Red,Sett,Skarner,K'Sante,Corki,Renekton,Sejuani,Sett,Nidalee,Smolder,Miss Fortune,Elise,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Anyone's Legend,LPL,2025,11731-11731_game_4,Blue,Camille,Nocturne,K'Sante,Blitzcrank,Renekton,Hwei,Camille,Sejuani,Galio,Zeri,Lulu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Team WE,LPL,2025,11731-11731_game_4,Red,Udyr,Skarner,Kalista,Corki,Gnar,Lee Sin,Udyr,Pantheon,Orianna,Jinx,Thresh,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,EDward Gaming,LPL,2025,11732-11732_game_1,Blue,Jayce,Rumble,Zyra,Vi,Ambessa,Camille,Jayce,Xin Zhao,Viktor,Miss Fortune,Rell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,LNG Esports,LPL,2025,11732-11732_game_1,Red,Wukong,Skarner,Kalista,K'Sante,Lillia,Nocturne,Wukong,Sejuani,Corki,Varus,Braum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,LNG Esports,LPL,2025,11732-11732_game_2,Blue,Rumble,Vi,Renekton,Ambessa,Rakan,Neeko,Rumble,Viego,Azir,Ezreal,Leona,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,EDward Gaming,LPL,2025,11732-11732_game_2,Red,Galio,Skarner,Kalista,K'Sante,Poppy,Xayah,Galio,Nocturne,Akali,Ashe,Nautilus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,LNG Esports,LPL,2025,11732-11732_game_3,Blue,K'Sante,Renekton,Poppy,Elise,Lucian,Jhin,K'Sante,Pantheon,Aurora,Caitlyn,Lux,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,EDward Gaming,LPL,2025,11732-11732_game_3,Red,Ambessa,Skarner,Kalista,Vi,Rakan,Jinx,Ambessa,Zyra,Taliyah,Kai'Sa,Alistar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Ultra Prime,LPL,2025,11733-11733_game_1,Blue,Ambessa,Nocturne,Aurora,Zyra,Nidalee,Vi,Ambessa,Sejuani,Taliyah,Kalista,Neeko,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Oh My God,LPL,2025,11733-11733_game_1,Red,Jayce,Skarner,K'Sante,Rumble,Xin Zhao,Wukong,Jayce,Poppy,Ahri,Miss Fortune,Rell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Ultra Prime,LPL,2025,11733-11733_game_2,Blue,Gragas,Nocturne,Aurora,Leona,Varus,Ashe,Gragas,Nidalee,Yone,Corki,Maokai,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Oh My God,LPL,2025,11733-11733_game_2,Red,Renekton,Skarner,K'Sante,Rumble,Gnar,Udyr,Renekton,Zyra,Smolder,Ezreal,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Oh My God,LPL,2025,11733-11733_game_3,Blue,Gnar,Akali,Braum,Rumble,Ashe,Kai'Sa,Gnar,Wukong,Aurora,Jhin,Leona,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Ultra Prime,LPL,2025,11733-11733_game_3,Red,Jax,Skarner,Nocturne,K'Sante,Varus,Xayah,Jax,Vi,Galio,Ziggs,Alistar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Oh My God,LPL,2025,11733-11733_game_4,Blue,Sion,Akali,Varus,Rumble,LeBlanc,Sylas,Sion,Xin Zhao,Orianna,Jinx,Braum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Ultra Prime,LPL,2025,11733-11733_game_4,Red,Camille,Skarner,Nocturne,K'Sante,Udyr,Viktor,Camille,Lee Sin,Syndra,Ashe,Elise,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Ultra Prime,LPL,2025,11733-11733_game_5,Blue,K'Sante,Nocturne,Caitlyn,Skarner,Sett,Pantheon,K'Sante,Lillia,Tryndamere,Xayah,Blitzcrank,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Oh My God,LPL,2025,11733-11733_game_5,Red,Rumble,Varus,Akali,Viego,Diana,Viktor,Rumble,Volibear,Sylas,Kai'Sa,Rakan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Royal Never Give Up,LPL,2025,11734-11734_game_1,Blue,Rumble,Zyra,Galio,Udyr,Ezreal,Renata Glasc,Rumble,Nocturne,Corki,Xayah,Rell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Ninjas in Pyjamas,LPL,2025,11734-11734_game_1,Red,Ambessa,Skarner,Kalista,K'Sante,Orianna,Poppy,Ambessa,Xin Zhao,Aurora,Kai'Sa,Rakan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Royal Never Give Up,LPL,2025,11734-11734_game_2,Blue,Camille,Varus,Jayce,Akali,Renekton,Smolder,Camille,Zyra,Yone,Jhin,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Ninjas in Pyjamas,LPL,2025,11734-11734_game_2,Red,Gragas,Skarner,Kalista,K'Sante,Udyr,Ezreal,Gragas,Nidalee,Pantheon,Miss Fortune,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Ninjas in Pyjamas,LPL,2025,11734-11734_game_3,Blue,Udyr,Kindred,Kalista,Jayce,Galio,Ahri,Udyr,Viego,Ryze,Ezreal,Karma,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Royal Never Give Up,LPL,2025,11734-11734_game_3,Red,Jax,Skarner,K'Sante,Varus,Blitzcrank,Elise,Jax,Sejuani,Azir,Aphelios,Thresh,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Bilibili Gaming,LPL,2025,11735-11735_game_1,Blue,K'Sante,Varus,Nocturne,Poppy,Rakan,Miss Fortune,K'Sante,Zyra,Smolder,Corki,Rell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,ThunderTalk Gaming,LPL,2025,11735-11735_game_1,Red,Rumble,Skarner,Kalista,Jayce,Ezreal,Leona,Rumble,Sejuani,Yone,Ashe,Braum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,ThunderTalk Gaming,LPL,2025,11735-11735_game_2,Blue,Ornn,Kalista,Vi,Ambessa,Aurora,Viktor,Ornn,Nidalee,Jayce,Jhin,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Bilibili Gaming,LPL,2025,11735-11735_game_2,Red,Gnar,Skarner,Nocturne,Poppy,Ezreal,Ziggs,Gnar,Xin Zhao,Akali,Varus,Rakan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Bilibili Gaming,LPL,2025,11735-11735_game_3,Blue,Jax,Poppy,LeBlanc,Renekton,Gragas,Karma,Jax,Nocturne,Sylas,Twitch,Elise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,ThunderTalk Gaming,LPL,2025,11735-11735_game_3,Red,Galio,Skarner,Kalista,Ambessa,Kai'Sa,Miss Fortune,Galio,Vi,Aurora,Ezreal,Pantheon,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,ThunderTalk Gaming,LPL,2025,11735-11735_game_4,Blue,Poppy,Kalista,Caitlyn,Ambessa,Azir,Orianna,Poppy,Viego,Ahri,Miss Fortune,Seraphine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Bilibili Gaming,LPL,2025,11735-11735_game_4,Red,Maokai,Skarner,Viktor,Wukong,Nautilus,Blitzcrank,Maokai,Lee Sin,Ryze,Jinx,Lulu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,ThunderTalk Gaming,LPL,2025,11735-11735_game_5,Blue,Camille,Kalista,Caitlyn,Renekton,Renata Glasc,Alistar,Camille,Lillia,Taliyah,Kai'Sa,Nautilus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Bilibili Gaming,LPL,2025,11735-11735_game_5,Red,Aatrox,Skarner,Viktor,Ambessa,Yasuo,LeBlanc,Aatrox,Wukong,Syndra,Xayah,Taric,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,FunPlus Phoenix,LPL,2025,11736-11736_game_1,Blue,Camille,Jayce,Zyra,Nocturne,Xin Zhao,Wukong,Camille,Vi,Sylas,Kalista,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Invictus Gaming,LPL,2025,11736-11736_game_1,Red,Ambessa,Skarner,K'Sante,Rumble,Renekton,Poppy,Ambessa,Viego,Galio,Varus,Neeko,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,FunPlus Phoenix,LPL,2025,11736-11736_game_2,Blue,Gnar,Jayce,Nocturne,Diana,Renekton,Ezreal,Gnar,Zyra,Zeri,Ashe,Braum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Invictus Gaming,LPL,2025,11736-11736_game_2,Red,Jax,Skarner,Rumble,K'Sante,Tristana,Yone,Jax,Nidalee,Corki,Ziggs,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,FunPlus Phoenix,LPL,2025,11736-11736_game_3,Blue,Udyr,Poppy,Xin Zhao,Jayce,Wukong,Pantheon,Udyr,Nocturne,Ahri,Jinx,Rakan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Invictus Gaming,LPL,2025,11736-11736_game_3,Red,Aurora,Skarner,K'Sante,Rumble,Kai'Sa,Miss Fortune,Aurora,Lee Sin,Ryze,Ezreal,Alistar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Top Esports,LPL,2025,11737-11737_game_1,Blue,Jayce,Ambessa,Varus,Galio,Sejuani,Nocturne,Jayce,Olaf,Orianna,Kalista,Renata Glasc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,LGD Gaming,LPL,2025,11737-11737_game_1,Red,K'Sante,Skarner,Rumble,Vi,Aurora,Sylas,K'Sante,Xin Zhao,Azir,Ashe,Seraphine,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,LGD Gaming,LPL,2025,11737-11737_game_2,Blue,Jax,Corki,Nocturne,Ambessa,Poppy,Varus,Jax,Sejuani,Yone,Xayah,Lulu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Top Esports,LPL,2025,11737-11737_game_2,Red,Gnar,Skarner,Rumble,Udyr,Ziggs,Elise,Gnar,Vi,Aurora,Ezreal,Rakan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,LGD Gaming,LPL,2025,11737-11737_game_3,Blue,Udyr,Corki,Renekton,Poppy,Braum,Tristana,Udyr,Wukong,Ryze,Draven,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Top Esports,LPL,2025,11737-11737_game_3,Red,Aatrox,Skarner,Rumble,Ambessa,Miss Fortune,Kai'Sa,Aatrox,Nidalee,Hwei,Varus,Rell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Oh My God,LPL,2025,11738-11738_game_1,Blue,K'Sante,Viktor,Leona,Kalista,Zyra,Nidalee,K'Sante,Xin Zhao,Aurora,Varus,Rakan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,JD Gaming,LPL,2025,11738-11738_game_1,Red,Jayce,Skarner,Rumble,Corki,Neeko,Renata Glasc,Jayce,Vi,Vladimir,Ashe,Braum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,JD Gaming,LPL,2025,11738-11738_game_2,Blue,Renekton,Akali,Leona,Udyr,Yone,Yasuo,Renekton,Nidalee,Corki,Ezreal,Alistar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Oh My God,LPL,2025,11738-11738_game_2,Red,Ornn,Skarner,Kalista,Rumble,Ziggs,Viktor,Ornn,Zyra,Smolder,Miss Fortune,Rell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Oh My God,LPL,2025,11738-11738_game_3,Blue,Maokai,Viktor,Ahri,Ziggs,Yone,Kindred,Maokai,Nocturne,Orianna,Xayah,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,JD Gaming,LPL,2025,11738-11738_game_3,Red,Ambessa,Skarner,Rumble,Kalista,Jhin,Kai'Sa,Ambessa,Wukong,Galio,Jinx,Nautilus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,JD Gaming,LPL,2025,11738-11738_game_4,Blue,Kennen,Udyr,Akali,Poppy,Yasuo,Irelia,Kennen,Sejuani,Yone,Kog'Maw,Lulu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Oh My God,LPL,2025,11738-11738_game_4,Red,Gnar,Skarner,Kalista,Rumble,Blitzcrank,Caitlyn,Gnar,Lillia,Sett,Kai'Sa,Elise,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Oh My God,LPL,2025,11738-11738_game_5,Blue,Sion,Viktor,Jax,Caitlyn,Camille,Ahri,Sion,Poppy,Sylas,Lucian,Nami,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,JD Gaming,LPL,2025,11738-11738_game_5,Red,Mordekaiser,Skarner,Kalista,Rumble,Udyr,Taliyah,Mordekaiser,Pantheon,Akali,Jhin,Karma,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,JD Gaming,LPL,2025,11763-11763_game_1,Blue,Renekton,Sejuani,Aurora,Rumble,Braum,Poppy,Renekton,Nidalee,Azir,Varus,Leona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,ThunderTalk Gaming,LPL,2025,11763-11763_game_1,Red,Ambessa,Skarner,Kalista,Jayce,Hwei,Yone,Ambessa,Lillia,Corki,Ezreal,Rell,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,ThunderTalk Gaming,LPL,2025,11763-11763_game_2,Blue,Rumble,Vi,Nocturne,Kalista,Rakan,Lulu,Rumble,Poppy,Viktor,Ashe,Braum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,JD Gaming,LPL,2025,11763-11763_game_2,Red,Kennen,Skarner,Sejuani,Jayce,Ryze,Galio,Kennen,Xin Zhao,Aurora,Jhin,Bard,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
